BHI,BNI,Clear sky BHI,Clear sky BNI,Clear sky DHI,Clear sky GHI,DHI,GHI,Reliability,apparentTemperature,cloudCover,cloudCoverError,dewPoint,humidity,precipIntensity,precipIntensityError,precipProbability,precipProbabilityError,pressure,pressureError,temperature,temperatureError,time,uvIndex,visibility,windBearing,windBearingError,windGust,windSpeed,windSpeedError
0.0002,0.0043,0.4762,10.9342,3.4757,3.9519,3.6717,3.6719,0.9,17.42,0.75,0.13,9.0,0.58,0.0508,1.7094,1.0,0.0,1016.14,22.04,17.42,4.49,2018-06-24 19:00:00+00:00,0,10.01,300.0,78.76285714285714,8.818324607329844,2.6,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.42,0.51,0.13,8.0,0.57,0.0533,1.7094,1.0,0.0,1016.49,22.03,16.42,4.49,2018-06-24 20:00:00+00:00,0,10.01,330.0,78.78642857142857,8.820942408376965,2.1,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.24,0.51,0.13,11.45,0.69,0.0559,1.7094,1.0,0.0,1016.79,22.01,17.24,4.49,2018-06-24 21:00:00+00:00,0,10.01,81.0,78.81,8.823560209424084,0.51,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.42,0.75,0.13,9.0,0.62,0.0559,1.7094,1.0,0.0,1017.0,22.0,16.42,4.48989010989011,2018-06-24 22:00:00+00:00,0,10.01,320.0,78.40916666666666,8.826178010471205,3.1,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.43,0.75,0.13,9.0,0.66,0.0584,1.7094,1.0,0.0,1017.08,21.99,15.43,4.48978021978022,2018-06-24 23:00:00+00:00,0,10.01,0.0,78.00833333333334,8.828795811518326,2.6,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.42,0.75,0.13,8.01,0.65,0.0584,1.7094,1.0,0.0,1017.06,21.98,14.42,4.4896703296703295,2018-06-25 00:00:00+00:00,0,10.01,0.0,77.6075,8.831413612565447,3.6,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.42,0.75,0.13,9.0,0.7,0.0584,1.7094,1.0,0.0,1016.96,21.97,14.42,4.4895604395604405,2018-06-25 01:00:00+00:00,0,10.01,350.0,77.20666666666666,8.834031413612566,2.6,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.42,0.75,0.13,9.0,0.75,0.0584,1.7094,1.0,0.0,1016.84,21.97,13.42,4.48945054945055,2018-06-25 02:00:00+00:00,0,10.01,0.0,76.80583333333334,8.836649214659687,3.1,2.61
0.0025,0.0367,1.6759,27.7214,7.5146,9.1906,7.7686,7.7711,0.8667,13.42,0.75,0.13,9.0,0.75,0.0559,1.7094,1.0,0.0,1016.74,21.96,13.42,4.48934065934066,2018-06-25 03:00:00+00:00,0,10.01,20.0,76.405,8.839267015706806,2.6,2.61
0.7601,3.6372,45.4435,264.9062,52.2597,97.7033,37.2287,37.3088,1.0,11.48,0.96,0.13,9.84,0.9,0.0559,1.7094,1.0,0.0,1016.69,21.95,11.48,4.489230769230769,2018-06-25 04:00:00+00:00,0,10.01,41.0,76.00416666666666,8.841884816753927,2.6,2.61
3.8793,12.316,160.3561,503.311,90.2941,250.6502,88.9146,92.7939,1.0,12.48,0.96,0.13,9.84,0.84,0.0533,1.7094,1.0,0.0,1016.72,21.94,12.48,4.489120879120879,2018-06-25 05:00:00+00:00,0,10.01,41.0,75.60333333333334,8.844502617801046,0.32,2.61
12.6406,26.056,309.5821,657.8965,113.4126,422.9948,149.6991,162.3397,1.0,12.48,0.96,0.13,9.84,0.84,0.0483,1.7094,1.0,0.0,1016.79,21.94,12.48,4.489010989010988,2018-06-25 06:00:00+00:00,1,10.01,41.0,75.2025,8.847120418848167,2.1,2.61
40.3005,64.3387,464.0751,757.5930000000003,125.8727,589.9479,224.5964,264.8969,1.0,13.48,0.96,0.13,9.99,0.79,0.0457,1.7094,1.0,0.0,1016.88,21.93,13.48,4.4889010989010965,2018-06-25 07:00:00+00:00,2,10.01,350.0,74.80166666666666,8.849738219895286,1.5,2.61
69.5864,95.2992,604.2134,823.2891,131.2608,735.4741,296.9633,366.5496,1.0,14.33,0.96,0.13,10.84,0.8,0.0457,1.7094,1.0,0.0,1016.94,21.92,14.33,4.488791208791209,2018-06-25 08:00:00+00:00,3,10.01,350.0,74.40083333333334,8.852356020942407,2.1,2.61
67.2293,81.157,712.4514,862.6185,134.0466,846.4979,336.8374,404.0667,1.0,15.33,0.56,0.13,10.99,0.75,0.0432,1.7094,1.0,0.0,1016.91,21.91,15.33,4.488681318681318,2018-06-25 09:00:00+00:00,5,10.01,83.0,74.0,8.85497382198953,0.75,2.61
360.3835,407.4114,778.7548,882.5943,135.7528,914.5076,355.9226,716.3062,1.0,16.32,0.75,0.13,10.14,0.67,0.0406,1.7094,1.0,0.0,1016.78,21.91,16.32,4.488571428571428,2018-06-25 10:00:00+00:00,5,10.01,342.0,74.17444444444446,8.857591623036651,3.17,2.609444444444444
537.1245,597.7062,800.824,890.6054,134.7903,935.6143,279.7386,816.8631,1.0,17.17,0.75,0.13,9.99,0.63,0.0406,1.7094,1.0,0.0,1016.55,21.9,17.17,4.4884615384615385,2018-06-25 11:00:00+00:00,6,10.01,308.0,74.34888888888891,8.86020942408377,2.65,2.6088888888888886
377.8623,428.8941,755.7547,863.2332,146.6308,902.3855,314.0623,691.9247,1.0,18.33,0.49,0.13,10.84,0.62,0.0406,1.7094,1.0,0.0,1016.24,21.89,18.33,4.488351648351649,2018-06-25 12:00:00+00:00,7,10.01,326.0,74.52333333333334,8.862827225130891,3.26,2.6083333333333334
245.6684,303.7075,648.9977,798.5673,167.85299999999995,816.8507,358.8907,604.5591,1.0,17.48,0.44,0.13,10.53,0.64,0.0406,1.7094,1.0,0.0,1015.92,21.88,17.48,4.488241758241759,2018-06-25 13:00:00+00:00,6,10.01,339.0,74.69777777777777,8.865445026178012,3.87,2.6077777777777778
286.0568,404.2944,511.7232,715.3843,178.8212,690.5445,283.4835,569.5403,1.0,19.33,0.7,0.13,9.84,0.54,0.0432,1.7094,1.0,0.0,1015.64,21.87,19.33,4.48813186813187,2018-06-25 14:00:00+00:00,4,10.01,281.0,74.87222222222222,8.868062827225131,2.43,2.6072222222222217
260.7758,435.7068,371.0935,629.8928,167.3188,538.4123,206.3669,467.1427,1.0,18.63,0.75,0.13,8.15,0.51,0.0432,1.7094,1.0,0.0,1015.46,21.86,18.63,4.488021978021979,2018-06-25 15:00:00+00:00,3,10.01,307.0,75.04666666666667,8.870680628272252,3.46,2.6066666666666665
183.5135,407.7206,238.0211,535.3558,135.9559,373.977,148.1425,331.656,1.0,20.33,0.59,0.13,8.99,0.48,0.0457,1.7094,1.0,0.0,1015.43,21.85,20.33,4.487912087912088,2018-06-25 16:00:00+00:00,2,10.01,304.0,75.22111111111111,8.873298429319373,2.78,2.606111111111112
86.7548,299.4107,113.8755,389.6309,95.6534,209.5289,97.3694,184.1241,1.0,19.48,0.56,0.13,8.69,0.5,0.0457,1.7094,1.0,0.0,1015.56,21.84,19.48,4.487802197802199,2018-06-25 17:00:00+00:00,1,10.01,345.0,75.39555555555556,8.875916230366492,2.23,2.605555555555556
5.8753,41.7271,26.1422,175.8282,45.5323,71.6745,52.4166,58.2919,1.0,18.48,0.54,0.13,10.38,0.59,0.0483,1.7094,1.0,0.0,1015.82,21.83,18.48,4.487692307692308,2018-06-25 18:00:00+00:00,0,10.01,350.0,75.57,8.878534031413613,2.25,2.605
0.3973,9.1188,0.4008,9.1881,3.4642,3.865,3.4677,3.865,0.9,17.63,0.52,0.13,9.84,0.6,0.0508,1.7094,1.0,0.0,1016.15,21.82,17.63,4.487582417582418,2018-06-25 19:00:00+00:00,0,10.01,333.0,75.74444444444444,8.881151832460734,2.66,2.6044444444444443
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.63,0.51,0.13,9.0,0.65,0.0533,1.7094,1.0,0.0,1016.5,21.81,15.63,4.487472527472527,2018-06-25 20:00:00+00:00,0,10.01,349.0,75.91888888888889,8.883769633507852,1.66,2.6038888888888887
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.48,0.51,0.13,9.16,0.7,0.0533,1.7094,1.0,0.0,1016.81,21.8,14.48,4.4873626373626365,2018-06-25 21:00:00+00:00,0,10.01,290.0,76.09333333333333,8.886387434554974,1.21,2.603333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.43,0.51,0.13,9.0,0.66,0.0559,1.7094,1.0,0.0,1017.01,21.79,15.43,4.487252747252748,2018-06-25 22:00:00+00:00,0,10.01,320.0,76.26777777777778,8.889005235602095,1.5,2.6027777777777783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.42,0.51,0.13,9.0,0.75,0.0584,1.7094,1.0,0.0,1017.1,21.78,13.42,4.4871428571428575,2018-06-25 23:00:00+00:00,0,10.01,270.0,76.44222222222223,8.891623036649216,1.0,2.6022222222222218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.43,0.51,0.13,9.0,0.8,0.0584,1.7094,1.0,0.0,1017.07,21.77,12.43,4.487032967032968,2018-06-26 00:00:00+00:00,0,10.01,300.0,76.61666666666667,8.894240837696337,3.1,2.6016666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.43,0.51,0.13,9.0,0.8,0.0584,1.7094,1.0,0.0,1016.98,21.76,12.43,4.486923076923077,2018-06-26 01:00:00+00:00,0,10.01,290.0,76.79111111111109,8.896858638743456,1.0,2.601111111111112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.42,0.5,0.13,9.99,0.91,0.0584,1.7094,1.0,0.0,1016.85,21.75,11.42,4.486813186813186,2018-06-26 02:00:00+00:00,0,10.01,230.0,76.96555555555554,8.899476439790577,1.0,2.600555555555556
0.0,0.0,1.554,26.0576,7.4128,8.9669,2.8123,2.8123,0.8667,11.42,0.49,0.13,9.99,0.91,0.0559,1.7094,1.0,0.0,1016.75,21.75,11.42,4.486703296703297,2018-06-26 03:00:00+00:00,0,10.01,79.0,77.14,8.902094240837696,0.59,2.6
2.2208,10.5262,42.9136,251.4697,53.0442,95.9579,44.3728,46.4459,1.0,11.42,0.48,0.13,9.99,0.91,0.0533,1.7094,1.0,0.0,1016.71,21.74,11.42,4.486593406593407,2018-06-26 04:00:00+00:00,0,10.01,90.0,77.65,8.904712041884817,0.5,2.6
4.6997,15.7457,151.5037,476.9229,94.3535,245.8573,81.1027,85.8024,1.0,13.17,1.0,0.13,11.84,0.92,0.0508,1.7094,1.0,0.0,1016.73,21.73,13.17,4.486483516483517,2018-06-26 05:00:00+00:00,0,10.01,71.0,78.16,8.907329842931937,0.23,2.6
13.3349,27.402,294.7274,627.246,120.6878,415.4151,147.7761,161.1111,1.0,13.33,0.96,0.13,11.84,0.91,0.0483,1.7094,1.0,0.0,1016.81,21.72,13.33,4.486373626373626,2018-06-26 06:00:00+00:00,1,10.01,78.0,78.67,8.909947643979057,0.52,2.6
124.2527,197.8303,447.1621,730.7687,133.3092,580.4713,251.6289,375.8816,1.0,15.17,0.96,0.13,11.84,0.81,0.0457,1.7094,1.0,0.0,1016.9,21.72,15.17,4.486263736263736,2018-06-26 07:00:00+00:00,2,10.01,110.0,78.6272,8.912565445026177,1.5,2.5996
82.6227,115.0633,586.5983,799.9384,137.453,724.0513,294.1661,376.7888,1.0,16.32,0.96,0.13,11.99,0.76,0.0432,1.7094,1.0,0.0,1016.95,21.71,16.32,4.486153846153846,2018-06-26 08:00:00+00:00,3,10.01,300.0,78.5844,8.915183246073301,2.1,2.5992
68.11,82.85799999999998,692.8734,839.4497,140.325,833.1984,336.6329,404.7429,1.0,17.48,0.96,0.13,11.14,0.66,0.0432,1.7094,1.0,0.0,1016.92,21.7,17.48,4.4860439560439564,2018-06-26 09:00:00+00:00,4,10.01,320.0,78.5416,8.91780104712042,1.55,2.5988
67.6771,77.1737,755.798,856.9427,143.946,899.7439999999997,322.3699,390.047,1.0,17.48,0.96,0.13,10.99,0.66,0.0406,1.7094,1.0,0.0,1016.79,21.7,17.48,4.4859340659340665,2018-06-26 10:00:00+00:00,4,10.01,140.0,78.4988,8.92041884816754,1.5,2.5984000000000003
49.1394,54.6363,775.1526,862.2712,144.7718,919.9245,257.0921,306.2316,1.0,18.33,0.96,0.13,11.99,0.67,0.0406,1.7094,1.0,0.0,1016.56,21.69,18.33,4.485824175824176,2018-06-26 11:00:00+00:00,5,10.01,20.0,78.456,8.92303664921466,2.1,2.5980000000000003
24.197,27.6487,742.7194,848.5574,147.3851,890.1044,284.9661,309.1631,1.0,17.78,0.96,0.13,11.3,0.66,0.0406,1.7094,1.0,0.0,1016.25,21.68,17.78,4.485714285714286,2018-06-26 12:00:00+00:00,5,10.01,84.0,78.4132,8.925654450261781,1.9,2.5976
15.7895,19.4466,661.2031,813.8148,151.0813,812.2844,109.4014,124.8131,1.0,17.78,0.96,0.13,11.99,0.69,0.0406,1.7094,1.0,0.0,1015.93,21.67,17.78,4.485604395604397,2018-06-26 13:00:00+00:00,4,10.01,90.0,78.3704,8.9282722513089,1.5,2.5972
25.3007,35.8093,544.4649,761.5785,149.6368,694.1017,239.3296,264.1825,1.0,18.48,0.96,0.13,12.14,0.67,0.0432,1.7094,1.0,0.0,1015.65,21.66,18.48,4.485494505494506,2018-06-26 14:00:00+00:00,4,10.01,50.0,78.3276,8.930890052356023,0.4,2.5968
27.8698,47.5752,411.3929,698.48,136.2624,547.6553,209.708,237.5778,1.0,17.63,0.75,0.13,12.84,0.74,0.0432,1.7094,1.0,0.0,1015.48,21.66,17.63,4.485384615384616,2018-06-26 15:00:00+00:00,3,10.01,323.0,78.2848,8.933507853403142,0.81,2.5964
9.6819,21.6812,273.0642,614.7676,112.305,385.3692,150.5157,160.1976,1.0,18.48,0.96,0.13,12.84,0.7,0.0432,1.7094,1.0,0.0,1015.45,21.65,18.48,4.4852747252747225,2018-06-26 16:00:00+00:00,2,10.01,291.0,78.242,8.936125654450262,1.75,2.596
10.095,37.5166,139.256,478.2208,81.3907,220.6467,102.1338,112.2289,1.0,18.48,0.96,0.13,13.0,0.7,0.0457,1.7094,1.0,0.0,1015.57,21.64,18.48,4.485164835164835,2018-06-26 17:00:00+00:00,1,10.01,10.0,78.1992,8.938743455497383,1.86,2.5956
5.7374,51.3215,35.6902,242.9939,41.7126,77.4028,48.3933,54.1308,1.0,19.33,0.54,0.13,13.0,0.67,0.0483,1.7094,1.0,0.0,1015.83,21.63,19.33,4.485054945054945,2018-06-26 18:00:00+00:00,0,10.01,357.0,78.1564,8.941361256544504,1.99,2.5952
0.0001,0.003,0.606,13.906,3.4764,4.0824,3.3323,3.3324,0.9,17.48,0.52,0.13,12.15,0.71,0.0508,1.7094,1.0,0.0,1016.16,21.62,17.48,4.484945054945055,2018-06-26 19:00:00+00:00,0,10.01,336.0,78.11359999999998,8.943979057591623,1.2,2.5948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.78,0.51,0.13,12.15,0.84,0.0508,1.7094,1.0,0.0,1016.51,21.61,14.78,4.484835164835165,2018-06-26 20:00:00+00:00,0,10.01,354.0,78.07079999999998,8.946596858638744,1.78,2.5944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.42,0.5,0.13,13.0,0.8,0.0533,1.7094,1.0,0.0,1016.82,21.6,16.42,4.484725274725276,2018-06-26 21:00:00+00:00,0,10.01,341.0,78.02799999999998,8.949214659685866,1.0,2.594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.42,0.51,0.13,11.99,0.85,0.0559,1.7094,1.0,0.0,1017.02,21.59,14.42,4.484615384615385,2018-06-26 22:00:00+00:00,0,10.01,270.0,77.98519999999998,8.951832460732986,1.5,2.5936
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.42,0.51,0.13,11.99,0.91,0.0584,1.7094,1.0,0.0,1017.11,21.58,13.42,4.484505494505495,2018-06-26 23:00:00+00:00,0,10.01,300.0,77.94239999999998,8.954450261780107,2.1,2.5932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.43,0.51,0.13,10.99,0.91,0.0584,1.7094,1.0,0.0,1017.09,21.57,12.43,4.484395604395607,2018-06-27 00:00:00+00:00,0,10.01,300.0,77.89959999999998,8.957068062827227,0.0,2.5928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.42,0.5,0.13,10.99,0.97,0.0584,1.7094,1.0,0.0,1016.99,21.56,11.42,4.484285714285715,2018-06-27 01:00:00+00:00,0,10.01,300.0,77.85679999999998,8.959685863874347,1.0,2.5924
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.42,0.5,0.13,10.99,0.97,0.0584,1.7094,1.0,0.0,1016.86,21.55,11.42,4.484175824175825,2018-06-27 02:00:00+00:00,0,10.01,300.0,77.814,8.962303664921468,0.5,2.592
0.8021,17.5762,2.6226,44.6277,6.9787,9.6012,4.3683,5.1704,0.8667,10.42,0.49,0.13,9.99,0.97,0.0559,1.7094,1.0,0.0,1016.76,21.54,10.42,4.484065934065934,2018-06-27 03:00:00+00:00,0,10.01,311.0,77.7712,8.964921465968587,1.5,2.5916
0.9655,4.8283,58.5403,350.7228,45.2226,103.763,40.1561,41.0063,1.0,10.42,0.48,0.13,10.42,1.0,0.0533,1.7094,1.0,0.0,1016.72,21.54,10.42,4.483956043956043,2018-06-27 04:00:00+00:00,0,10.01,311.0,77.7284,8.967539267015708,1.0,2.5912
94.8805,281.6044,182.1949,577.5248,75.634,257.8289,107.0182,201.8987,1.0,11.32,0.75,0.13,11.32,1.0,0.0508,1.7094,1.0,0.0,1016.74,21.53,11.32,4.483846153846153,2018-06-27 05:00:00+00:00,0,6.61,234.66666666666669,77.6856,8.970157068062827,0.0,2.5908
148.8053,318.2374,330.7586,706.4284,96.207,426.9656,187.1883,335.9936,1.0,13.33,0.48,0.13,13.0,0.98,0.0483,1.7094,1.0,0.0,1016.82,21.52,13.33,4.4837362637362626,2018-06-27 06:00:00+00:00,1,10.01,158.33333333333334,77.6428,8.972774869109948,0.0,2.5904
263.3719,426.0568,479.5115,785.2177,110.2347,589.7462,224.6032,487.975,1.0,15.33,0.5,0.13,13.0,0.86,0.0457,1.7094,1.0,0.0,1016.91,21.52,15.33,4.483626373626374,2018-06-27 07:00:00+00:00,2,10.01,82.0,77.6,8.975392670157067,0.57,2.59
527.1902,722.1313,611.1949,834.5311,119.8615,731.0565,159.4265,686.6167,1.0,18.33,0.52,0.13,13.69,0.74,0.0432,1.7094,1.0,0.0,1016.96,21.51,18.33,4.483516483516484,2018-06-27 08:00:00+00:00,4,10.01,50.0,77.61772727272727,8.97801047120419,2.6,2.5895454545454544
565.9358,683.9127,714.9506,866.7793,125.12,840.0706,217.1325,783.0682,1.0,18.48,0.4,0.13,12.84,0.7,0.0432,1.7094,1.0,0.0,1016.94,21.51,18.48,4.483406593406594,2018-06-27 09:00:00+00:00,6,10.01,2.0,77.63545454545455,8.980628272251309,2.93,2.589090909090909
641.6799,729.2046,781.9197,886.9754,126.4354,908.355,217.3302,859.0101,1.0,21.18,0.4,0.13,12.14,0.56,0.0406,1.7094,1.0,0.0,1016.81,21.5,21.18,4.483296703296705,2018-06-27 10:00:00+00:00,7,10.01,37.0,77.6531818181818,8.98324607329843,4.21,2.5886363636363634
756.4421,841.6964,804.7123,895.4314,125.2893,930.0017,141.4452,897.8873,1.0,20.48,0.44,0.13,9.46,0.49,0.0406,1.7094,1.0,0.0,1016.57,21.49,20.48,4.483186813186814,2018-06-27 11:00:00+00:00,7,10.01,15.0,77.67090909090909,8.98586387434555,4.03,2.5881818181818184
744.8364,851.1411,779.6085,890.9229,123.6215,903.23,124.4695,869.3058,1.0,21.33,0.44,0.13,8.3,0.43,0.0406,1.7094,1.0,0.0,1016.27,21.48,21.33,4.483076923076924,2018-06-27 12:00:00+00:00,7,10.01,11.0,77.68863636363636,8.988481675392672,5.19,2.5877272727272724
673.2697,828.908,708.7308,872.5286,121.2932,830.0239,120.6186,793.8883,1.0,21.64,0.64,0.13,7.99,0.42,0.0406,1.7094,1.0,0.0,1015.94,21.48,21.64,4.482967032967033,2018-06-27 13:00:00+00:00,6,10.01,36.0,77.70636363636362,8.991099476439791,5.67,2.5872727272727274
575.6537,805.5986,599.8825,839.3971,116.1609,716.0434,108.9108,684.5645,1.0,21.64,0.63,0.13,7.69,0.41,0.0406,1.7094,1.0,0.0,1015.66,21.47,21.64,4.482857142857143,2018-06-27 14:00:00+00:00,5,10.01,39.0,77.7240909090909,8.993717277486912,4.76,2.586818181818181
440.3276,747.2513,457.1269,775.7237,110.1893,567.3162,100.0133,540.3408,1.0,22.47,0.61,0.13,7.69,0.39,0.0432,1.7094,1.0,0.0,1015.49,21.46,22.47,4.482747252747253,2018-06-27 15:00:00+00:00,3,10.01,46.0,77.74181818181819,8.996335078534033,4.64,2.5863636363636364
265.9683,590.5382,296.2805,666.2825,100.2755,396.556,103.8027,369.771,1.0,21.48,0.59,0.13,5.99,0.37,0.0432,1.7094,1.0,0.0,1015.46,21.45,21.48,4.482637362637363,2018-06-27 16:00:00+00:00,2,10.01,42.0,77.75954545454545,8.998952879581152,5.78,2.585909090909091
80.9131,284.2078,144.2634,493.7086,79.4521,223.7155,105.3482,186.2613,1.0,20.79,0.56,0.13,7.69,0.43,0.0457,1.7094,1.0,0.0,1015.58,21.44,20.79,4.4825274725274715,2018-06-27 17:00:00+00:00,1,10.01,67.0,77.77727272727272,9.001570680628273,5.99,2.585454545454545
28.4639,169.4934,34.0452,229.6046,42.3195,76.3646,43.7866,72.2504,1.0,20.63,0.53,0.13,7.69,0.43,0.0483,1.7094,1.0,0.0,1015.84,21.43,20.63,4.4824175824175825,2018-06-27 18:00:00+00:00,0,10.01,56.0,77.795,9.004188481675396,3.72,2.585
0.0067,0.1424,0.51,11.6656,3.4322,3.9422,3.5494,3.5561,0.9,18.63,0.52,0.13,8.15,0.51,0.0483,1.7094,1.0,0.0,1016.17,21.42,18.63,4.4823076923076925,2018-06-27 19:00:00+00:00,0,10.01,77.0,77.81272727272727,9.006806282722511,4.08,2.5845454545454545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.43,0.51,0.13,8.0,0.51,0.0508,1.7094,1.0,0.0,1016.52,21.41,18.43,4.482197802197803,2018-06-27 20:00:00+00:00,0,10.01,80.0,77.83045454545454,9.009424083769632,3.1,2.584090909090909
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.42,0.5,0.13,9.0,0.58,0.0533,1.7094,1.0,0.0,1016.83,21.4,17.42,4.4820879120879145,2018-06-27 21:00:00+00:00,0,10.01,60.0,77.84818181818181,9.012041884816757,2.1,2.5836363636363635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.42,0.5,0.13,8.0,0.57,0.0559,1.7094,1.0,0.0,1017.03,21.39,16.42,4.481978021978024,2018-06-27 22:00:00+00:00,0,10.01,71.0,77.86590909090908,9.014659685863878,1.5,2.5831818181818185
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.42,0.51,0.13,8.01,0.65,0.0559,1.7094,1.0,0.0,1017.12,21.38,14.42,4.481868131868132,2018-06-27 23:00:00+00:00,0,10.01,80.0,77.88363636363636,9.017277486910997,2.1,2.5827272727272725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.42,0.51,0.13,8.01,0.65,0.0584,1.7094,1.0,0.0,1017.1,21.38,14.42,4.481758241758242,2018-06-28 00:00:00+00:00,0,10.01,41.0,77.90136363636363,9.019895287958118,1.5,2.5822727272727275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.42,0.5,0.13,8.01,0.7,0.0584,1.7094,1.0,0.0,1017.0,21.37,13.42,4.481648351648351,2018-06-28 01:00:00+00:00,0,10.01,350.0,77.91909090909091,9.022513089005237,1.0,2.5818181818181816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.43,0.49,0.13,8.01,0.74,0.0584,1.7094,1.0,0.0,1016.87,21.36,12.43,4.481538461538462,2018-06-28 02:00:00+00:00,0,10.01,290.0,77.9368181818182,9.025130890052356,1.5,2.5813636363636365
0.0529,0.6901,1.3486,23.1694,6.7817,8.1303,5.5486,5.6015,0.8833,12.43,0.48,0.13,8.01,0.74,0.0559,1.7094,1.0,0.0,1016.77,21.35,12.43,4.481428571428572,2018-06-28 03:00:00+00:00,0,10.01,300.0,77.95454545454545,9.027748691099477,1.5,2.580909090909091
40.4658,234.2709,40.2105,237.7838,51.2928,91.5032,48.0195,88.4853,1.0,10.47,0.48,0.13,8.01,0.85,0.0533,1.7094,1.0,0.0,1016.73,21.35,10.47,4.481318681318682,2018-06-28 04:00:00+00:00,0,10.01,30.0,77.97227272727272,9.030366492146598,0.5,2.5804545454545456
109.6548,360.7178,146.2055,462.9091,93.0212,239.2267,102.3239,211.9787,1.0,10.78,0.47,0.13,9.01,0.89,0.0508,1.7094,1.0,0.0,1016.75,21.34,10.78,4.4812087912087915,2018-06-28 05:00:00+00:00,0,10.01,78.0,77.99,9.032984293193717,0.55,2.58
239.0374,514.7465,281.3227,601.6931,124.0279,405.3506,132.2367,371.274,1.0,14.33,0.48,0.13,10.84,0.8,0.0483,1.7094,1.0,0.0,1016.83,21.34,14.33,4.4810989010989015,2018-06-28 06:00:00+00:00,1,10.01,41.0,77.06545454545454,9.035602094240838,0.4,2.58
223.979,367.5458,415.3112,680.9297,149.4352,564.7465,248.1167,472.0957,1.0,16.32,0.5,0.13,10.99,0.71,0.0457,1.7094,1.0,0.0,1016.92,21.33,16.32,4.480989010989012,2018-06-28 07:00:00+00:00,2,10.01,62.0,76.14090909090909,9.03821989528796,3.35,2.58
283.9656,385.74300000000005,533.444,729.0927,169.62,703.064,299.7406,583.7063,1.0,18.33,0.44,0.13,11.14,0.63,0.0432,1.712,1.0,0.0,1016.97,21.32,18.33,4.480879120879122,2018-06-28 08:00:00+00:00,4,10.01,63.0,75.21636363636362,9.04083769633508,4.98,2.58
340.3937,414.1522,624.8414,758.1119,184.0737,808.9152,338.5689,678.9626,1.0,19.33,0.75,0.13,11.99,0.63,0.0432,1.712,1.0,0.0,1016.94,21.32,19.33,4.480769230769232,2018-06-28 09:00:00+00:00,5,10.01,53.0,74.29181818181817,9.0434554973822,5.05,2.58
149.7505,171.7394,680.9115,772.8281,192.9396,873.8511,304.2746,454.0251,1.0,20.48,0.75,0.13,11.99,0.58,0.0406,1.712,1.0,0.0,1016.81,21.31,20.48,4.480659340659341,2018-06-28 10:00:00+00:00,5,10.01,50.0,73.36727272727272,9.04607329842932,6.71,2.58
48.2432,53.6838,694.7504,773.355,197.6485,892.3989,182.9563,231.1996,0.8167,20.18,0.75,0.13,12.84,0.63,0.0406,1.712,1.0,0.0,1016.58,21.31,20.18,4.480549450549451,2018-06-28 11:00:00+00:00,6,10.01,73.0,72.44272727272727,9.04869109947644,3.93,2.58
9.2495,10.4642,649.3228,742.0204,209.5668,858.8896,263.0762,272.2612,0.6833,19.17,0.75,0.13,13.0,0.67,0.0406,1.712,1.0,0.0,1016.28,21.3,19.17,4.480439560439562,2018-06-28 12:00:00+00:00,6,10.01,131.0,71.51818181818182,9.05130890052356,1.88,2.58
