BHI,BNI,Clear sky BHI,Clear sky BNI,Clear sky DHI,Clear sky GHI,DHI,GHI,Reliability,apparentTemperature,cloudCover,cloudCoverError,dewPoint,humidity,precipIntensity,precipIntensityError,precipProbability,precipProbabilityError,pressure,pressureError,temperature,temperatureError,time,uvIndex,visibility,windBearing,windBearingError,windGust,windSpeed,windSpeedError
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.69,0.59,0.14,5.29,0.69,0.0,,0.0,,1014.63,53.17,10.69,,2018-04-30 22:00:00+00:00,0,10.01,252.0,,1.32,0.33,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.66,0.59,0.14,4.81,0.67,0.0,,0.0,,1014.71,53.13,10.66,,2018-04-30 23:00:00+00:00,0,10.01,184.0,,1.6,0.32,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.09,0.75,0.14,4.39,0.68,0.0,,0.0,,1014.68,53.09,10.09,,2018-05-01 00:00:00+00:00,0,10.01,192.0,,1.77,0.39,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.99,0.75,0.14,4.59,0.69,0.0,,0.0,,1014.58,53.05,9.99,,2018-05-01 01:00:00+00:00,0,10.01,226.0,,2.32,0.44,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.44,0.75,0.14,4.61,0.72,0.0,,0.0,,1014.45,53.01,9.44,,2018-05-01 02:00:00+00:00,0,10.01,235.0,,2.12,0.48,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.31,0.75,0.14,4.71,0.78,0.0,,0.0,,1014.36,52.97,8.31,,2018-05-01 03:00:00+00:00,0,10.01,264.0,,3.73,0.65,
2.7364,49.0636,19.8925,204.3087,17.9252,37.8177,10.8499,13.2562,0.8167,7.25,0.75,0.14,4.54,0.83,0.0,,0.0,,1014.32,52.93,7.25,,2018-05-01 04:00:00+00:00,0,10.01,287.0,,2.96,0.49,
0.2553,0.9834,141.0664,608.7646,48.6041,189.6705,48.3305,42.1427,1.0,6.67,0.75,0.14,3.84,0.82,0.0,,0.0,,1014.35,52.9,6.67,,2018-05-01 05:00:00+00:00,0,10.01,285.0,,3.4,0.88,
5.3976,13.4393,306.5704,786.2599,63.7949,370.3653,89.8175,94.9508,1.0,6.11,0.75,0.14,3.32,0.82,0.0,,0.0,,1014.43,52.86,6.11,,2018-05-01 06:00:00+00:00,1,10.01,289.0,,3.61,1.03,
15.8947,28.8747,468.7424,871.2415,74.6155,543.3580000000002,165.1031,180.9978,1.0,5.81,0.75,0.14,2.99,0.82,0.0,,0.0,,1014.52,52.82,5.81,,2018-05-01 07:00:00+00:00,2,10.01,295.0,,4.03,1.05,
85.4478,127.2182,610.2975,919.853,82.1359,692.4334,283.746,369.1938,1.0,6.12,0.96,0.14,2.85,0.8,0.0,,0.0,,1014.57,52.79,6.12,,2018-05-01 08:00:00+00:00,3,10.01,293.0,,3.0,0.45,
66.2671,87.2089,714.0417,942.8748,89.8398,803.8816,299.7675,366.0346,1.0,7.19,0.75,0.14,3.26,0.76,0.0,,0.0,,1014.54,52.75,7.19,,2018-05-01 09:00:00+00:00,4,10.01,294.0,,3.25,0.7,
277.8167,340.7086,770.3936,947.4084,98.3105,868.7041,359.2475,637.0641,1.0,8.57,0.96,0.14,3.74,0.72,0.0,,0.0,,1014.4,52.71,8.57,,2018-05-01 10:00:00+00:00,4,10.01,260.0,,3.25,0.66,
406.8992,492.1467,777.8552,940.4504,105.1274,882.9825,339.7613,746.6605,1.0,9.47,0.75,0.14,3.89,0.68,0.0,,0.0,,1014.15,52.67,9.47,,2018-05-01 11:00:00+00:00,5,10.01,257.0,,3.29,0.59,
270.2419,338.006,725.3553,908.5743,116.891,842.2463,356.6454,626.8873,1.0,10.77,0.49,0.14,4.23,0.64,0.0,,0.0,,1013.84,52.64,10.77,,2018-05-01 12:00:00+00:00,6,10.01,253.0,,4.24,0.86,
144.6486,200.0968,618.1728,848.1944,130.9513,749.1239999999997,331.7251,476.3737,1.0,11.93,0.49,0.14,4.78,0.62,0.0,,0.0,,1013.52,52.6,11.93,,2018-05-01 13:00:00+00:00,5,10.01,293.0,,3.25,0.9,
336.9381,544.5499,474.9551,761.7791,138.2311,613.1862,207.6226,544.5606,1.0,12.52,0.49,0.14,4.34,0.57,0.0,,0.0,,1013.25,52.56,12.52,,2018-05-01 14:00:00+00:00,4,10.01,323.0,,3.48,1.12,
276.4289,566.5546,324.1258,662.9361,126.5508,450.6766,137.9597,414.3886,1.0,12.79,0.7,0.14,4.31,0.56,0.0,,0.0,,1013.09,52.52,12.79,,2018-05-01 15:00:00+00:00,2,10.01,289.0,,3.57,1.09,
100.9757,295.5403,179.4243,532.9296,97.5705,276.9948,128.0302,229.006,1.0,12.75,0.44,0.14,3.92,0.55,0.0,,0.0,,1013.08,52.48,12.75,,2018-05-01 16:00:00+00:00,1,10.01,332.0,,3.11,0.57,
21.4466,119.8099,55.398,304.4937,55.9165,111.3145,68.3433,89.7899,1.0,12.37,0.19,0.14,3.62,0.55,0.0,,0.0,,1013.22,52.44,12.37,,2018-05-01 17:00:00+00:00,0,10.01,337.0,,2.13,0.47,
1.8823,28.5272,2.0153,32.0674,7.5319,9.5472,7.6268,9.5091,1.0,11.34,0.61,0.14,3.59,0.59,0.0,,0.0,,1013.48,52.4,11.34,,2018-05-01 18:00:00+00:00,0,10.01,341.0,,1.37,0.39,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,0.6,0.14,3.22,0.66,0.0,,0.0,,1013.83,52.36,9.3,,2018-05-01 19:00:00+00:00,0,10.01,349.0,,0.71,0.09,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.36,0.59,0.14,2.86,0.73,0.0,,0.0,,1014.18,52.32,7.36,,2018-05-01 20:00:00+00:00,0,10.01,0.0,,0.25,0.13,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.06,0.59,0.14,2.86,0.8,0.0,,0.0,,1014.47,52.28,6.06,,2018-05-01 21:00:00+00:00,0,10.01,0.0,,0.27,0.08,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.11,0.59,0.14,2.61,0.84,0.0,,0.0,,1014.67,52.24,5.11,,2018-05-01 22:00:00+00:00,0,10.01,14.0,,0.14,0.1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.89,0.59,0.14,2.14,0.88,0.0,,0.0,,1014.74,52.2,3.89,,2018-05-01 23:00:00+00:00,0,10.01,0.0,,0.11,0.08,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.18,0.59,0.14,1.85,0.91,0.0,,0.0,,1014.71,52.16,3.18,,2018-05-02 00:00:00+00:00,0,10.01,0.0,,0.08,0.01,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.88,0.59,0.14,1.86,0.93,0.0,,0.0,,1014.61,52.12,2.88,,2018-05-02 01:00:00+00:00,0,10.01,0.0,,0.1,0.06,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.08,0.58,0.14,2.11,0.93,0.0,,0.0,,1014.49,52.08,3.08,,2018-05-02 02:00:00+00:00,0,10.01,175.5,,0.02,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.78,0.57,0.14,2.59,0.92,0.0,,0.0,,1014.39,52.05,3.78,,2018-05-02 03:00:00+00:00,0,10.01,351.0,,0.23,0.09,
1.8371,26.5355,11.1031,106.7362,22.5705,33.6736,27.3067,29.1437,0.7833,4.16,0.56,0.14,2.84,0.91,0.0,,0.0,,1014.35,52.01,4.16,,2018-05-02 04:00:00+00:00,0,9.99,333.0,,0.4,0.08,
12.5275,43.6766,98.4239,412.5474,72.4954,170.9193,70.8203,83.3055,1.0,4.48,0.75,0.14,3.04,0.9,0.0,,0.0,,1014.39,51.97,4.48,,2018-05-02 05:00:00+00:00,0,10.01,44.0,,0.31,0.17,
23.9257,65.7305,240.4915,608.903,104.9348,345.4263,137.4042,161.3298,1.0,5.14,0.75,0.14,3.32,0.88,0.0,,0.0,,1014.47,51.94,5.14,,2018-05-02 06:00:00+00:00,1,10.01,67.0,,0.33,0.05,
19.8839,35.8716,390.2471,719.8212,125.8909,516.1381,155.0867,174.9705,1.0,6.23,0.75,0.14,3.74,0.84,0.0,,0.0,,1014.55,51.9,6.23,,2018-05-02 07:00:00+00:00,2,10.01,341.0,,0.33,0.07,
98.9819,149.628,524.3461,786.0474,139.3799,663.7260000000001,281.1275,380.1093,1.0,7.46,0.75,0.14,4.42,0.81,0.0,,0.0,,1014.6,51.86,7.46,,2018-05-02 08:00:00+00:00,3,10.01,344.0,,0.99,0.17,
67.4001,88.8906,618.5381,813.3948,153.8678,772.4059,310.7197,378.1198,1.0,9.19,0.64,0.14,4.78,0.74,0.0,,0.0,,1014.57,51.83,9.19,,2018-05-02 09:00:00+00:00,4,10.01,10.0,,1.3,0.36,
207.577,252.2901,663.0901,812.4731,170.3076,833.3977,315.2317,522.8088,1.0,11.51,0.67,0.14,5.38,0.66,0.0,,0.0,,1014.43,51.79,11.51,,2018-05-02 10:00:00+00:00,5,10.01,344.0,,1.83,0.79,
354.4152,426.9406,661.9776,797.5492,182.2904,844.268,348.1384,702.5536,1.0,12.83,0.7,0.14,6.14,0.64,0.0,,0.0,,1014.19,51.75,12.83,,2018-05-02 11:00:00+00:00,5,10.01,340.0,,3.4,0.8,
379.6557,473.8519,616.8409,769.9519,187.8738,804.7147,316.6949,696.3506,1.0,14.63,0.72,0.14,6.88,0.6,0.0,,0.0,,1013.88,51.72,14.63,,2018-05-02 12:00:00+00:00,5,10.01,314.0,,4.17,1.02,
174.5388,238.3033,531.8976,727.0218,185.9586,717.8562,312.2853,486.8241,1.0,15.16,0.72,0.14,7.17,0.59,0.0,,0.0,,1013.56,51.68,15.16,,2018-05-02 13:00:00+00:00,5,10.01,348.0,,3.06,1.27,
139.9708,224.2003,412.8661,659.1572,176.5495,589.4156,272.8299,412.8007,1.0,14.83,1.0,0.14,7.44,0.61,0.0,,0.0,,1013.29,51.64,14.83,,2018-05-02 14:00:00+00:00,3,10.01,339.0,,4.0,1.06,
137.2529,275.7987,278.0975,564.5980000000002,153.8864,431.9838,201.4041,338.657,1.0,14.83,0.69,0.14,7.4,0.61,0.0,,0.0,,1013.12,51.6,14.83,,2018-05-02 15:00:00+00:00,3,10.01,338.0,,3.72,1.28,
36.2877,104.3985,145.5926,426.7737,116.1607,261.7533,129.6616,165.9493,1.0,14.94,0.67,0.14,7.93,0.63,0.0,,0.0,,1013.11,51.56,14.94,,2018-05-02 16:00:00+00:00,1,10.01,339.0,,2.97,0.72,
9.3256,44.2464,40.3804,214.8435,63.2175,103.598,67.4672,76.7927,1.0,14.33,0.64,0.14,7.81,0.65,0.0,,0.0,,1013.25,51.52,14.33,,2018-05-02 17:00:00+00:00,0,10.01,344.0,,1.99,0.8,
0.0031,0.039,1.3083,19.9323,8.2383,9.5465,8.5513,8.5544,1.0,13.54,0.61,0.14,7.69,0.68,0.0,,0.0,,1013.52,51.48,13.54,,2018-05-02 18:00:00+00:00,0,10.01,340.0,,1.31,0.53,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.74,0.75,0.14,7.85,0.72,0.0,,0.0,,1013.86,51.44,12.74,,2018-05-02 19:00:00+00:00,0,10.01,339.0,,0.74,0.36,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.92,0.75,0.14,7.61,0.75,0.0,,0.0,,1014.21,51.4,11.92,,2018-05-02 20:00:00+00:00,0,10.01,294.0,,0.58,0.06,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.17,0.59,0.14,7.65,0.79,0.0,,0.0,,1014.51,51.36,11.17,,2018-05-02 21:00:00+00:00,0,10.01,0.0,,0.15,0.03,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.26,0.59,0.14,7.38,0.82,0.0,,0.0,,1014.7,51.32,10.26,,2018-05-02 22:00:00+00:00,0,10.01,103.33333333333331,,0.2,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.61,0.59,0.14,7.04,0.84,0.0,,0.0,,1014.78,51.29,9.61,,2018-05-02 23:00:00+00:00,0,10.01,206.66666666666663,,0.19,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.21,0.75,0.14,6.97,0.86,0.0,,0.0,,1014.75,51.25,9.21,,2018-05-03 00:00:00+00:00,0,10.01,310.0,,0.34,0.06,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,0.75,0.14,7.03,0.87,0.0,,0.0,,1014.65,51.21,9.1,,2018-05-03 01:00:00+00:00,0,10.01,316.5,,0.57,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.82,0.75,0.14,6.95,0.88,0.0,,0.0,,1014.52,51.17,8.82,,2018-05-03 02:00:00+00:00,0,10.01,323.0,,0.52,0.06,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,0.75,0.14,6.96,0.89,0.0,,0.0,,1014.43,51.14,8.6,,2018-05-03 03:00:00+00:00,0,10.01,311.0,,0.56,0.2,
0.0328,0.3113,7.1659,66.0859,24.7871,31.95300000000001,20.4715,20.3405,0.75,8.58,0.75,0.14,6.51,0.87,0.0,,0.0,,1014.39,51.1,8.58,,2018-05-03 04:00:00+00:00,0,9.99,343.0,,0.57,0.11,
0.0,0.0,74.0985,302.6944,84.8145,158.91299999999995,42.8399,33.4902,1.0,8.84,0.75,0.14,6.51,0.85,0.0,,0.0,,1014.42,51.06,8.84,,2018-05-03 05:00:00+00:00,0,10.01,293.0,,0.58,0.02,
5.8158,14.2995,200.8079,502.1913,127.8963,328.7042,84.4698,90.1171,1.0,9.38,0.56,0.14,6.71,0.83,0.0,,0.0,,1014.5,51.03,9.38,,2018-05-03 06:00:00+00:00,1,10.01,0.0,,0.18,0.04,
37.4028,65.3537,345.5911,632.7144,153.6872,499.2783,198.1865,235.5893,1.0,10.12,0.58,0.14,6.81,0.8,0.0,,0.0,,1014.59,50.99,10.12,,2018-05-03 07:00:00+00:00,2,10.01,341.0,,0.83,0.32,
137.0893,203.3286,480.7002,716.7977,167.5763,648.2766,302.1422,439.2315,1.0,11.47,0.61,0.14,7.01,0.74,0.0,,0.0,,1014.64,50.96,11.47,,2018-05-03 08:00:00+00:00,3,10.01,318.0,,2.74,0.93,
226.5905,296.8051,586.0006,767.2439,174.9631,760.9637,338.2906,564.881,1.0,13.01,0.64,0.14,7.52,0.69,0.0,,0.0,,1014.61,50.92,13.01,,2018-05-03 09:00:00+00:00,4,10.01,326.0,,3.04,0.58,
165.5442,204.1158,649.8619,793.3276,178.3282,828.1901,327.7722,493.3164,1.0,14.04,0.67,0.14,7.81,0.66,0.0,,0.0,,1014.47,50.88,14.04,,2018-05-03 10:00:00+00:00,5,10.01,342.0,,3.24,1.06,
231.6447,278.5931,668.3334,802.4862,177.1729,845.5063,360.7957,592.4404,1.0,14.27,0.7,0.14,8.0,0.66,0.0,,0.0,,1014.22,50.85,14.27,,2018-05-03 11:00:00+00:00,5,10.01,346.0,,4.26,1.28,
192.2346,240.3708,607.5613,755.3988,194.4086,801.9699,358.0794,550.314,1.0,15.02,0.72,0.14,8.24,0.64,0.0,,0.0,,1013.91,50.81,15.02,,2018-05-03 12:00:00+00:00,5,10.01,320.0,,4.16,0.72,
245.7402,337.0738,480.871,654.1239,219.6678,700.5388,315.0323,560.7725,1.0,15.96,0.72,0.14,8.24,0.6,0.0,,0.0,,1013.59,50.77,15.96,,2018-05-03 13:00:00+00:00,5,10.01,1.0,,3.82,1.54,
204.2895,322.892,333.0202,527.99,224.9728,557.993,268.5589,472.8485,1.0,16.83,0.75,0.14,8.48,0.58,0.0,,0.0,,1013.32,50.73,16.83,,2018-05-03 14:00:00+00:00,4,10.01,350.0,,4.64,1.73,
139.1193,280.432,203.8485,410.8983,194.1587,398.0072,200.8508,339.9702,1.0,17.07,0.75,0.14,8.56,0.57,0.0,,0.0,,1013.16,50.7,17.07,,2018-05-03 15:00:00+00:00,2,10.01,329.0,,4.09,1.35,
31.0115,87.9393,102.0548,295.5504,135.7481,237.8029,128.4852,159.4967,1.0,16.64,0.29,0.14,8.47,0.58,0.0,,0.0,,1013.15,50.66,16.64,,2018-05-03 16:00:00+00:00,1,10.01,344.0,,4.17,1.51,
5.9699,27.5037,26.3707,136.7584,67.5511,93.9218,65.0096,70.9795,1.0,16.16,0.75,0.14,8.42,0.6,0.0,,0.0,,1013.29,50.62,16.16,,2018-05-03 17:00:00+00:00,0,10.01,356.0,,3.59,1.39,
0.005,0.0533,0.8252,12.2228,8.666,9.4912,8.5928,8.5979,0.9667,15.43,0.61,0.14,8.23,0.62,0.0,,0.0,,1013.56,50.58,15.43,,2018-05-03 18:00:00+00:00,0,10.01,354.0,,3.55,1.59,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.76,0.6,0.14,8.49,0.66,0.0,,0.0,,1013.9,50.54,14.76,,2018-05-03 19:00:00+00:00,0,10.01,341.0,,1.39,0.39,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.94,0.75,0.14,8.43,0.69,0.0,,0.0,,1014.25,50.5,13.94,,2018-05-03 20:00:00+00:00,0,10.01,353.0,,1.27,0.26,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.67,0.75,0.14,8.08,0.69,0.0,,0.0,,1014.55,50.46,13.67,,2018-05-03 21:00:00+00:00,0,10.01,359.0,,3.72,0.83,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.14,0.75,0.14,8.2,0.72,0.0,,0.0,,1014.74,50.42,13.14,,2018-05-03 22:00:00+00:00,0,10.01,31.0,,2.56,0.76,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.03,0.75,0.14,8.28,0.73,0.0,,0.0,,1014.82,50.38,13.03,,2018-05-03 23:00:00+00:00,0,10.01,38.0,,2.84,0.61,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.81,0.75,0.14,8.26,0.74,0.0,,0.0,,1014.79,50.35,12.81,,2018-05-04 00:00:00+00:00,0,10.01,12.0,,2.08,0.6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.41,0.75,0.14,7.96,0.74,0.0,,0.0,,1014.68,50.31,12.41,,2018-05-04 01:00:00+00:00,0,10.01,12.0,,2.03,0.63,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.74,0.44,0.14,7.89,0.77,0.0,,0.0,,1014.56,50.27,11.74,,2018-05-04 02:00:00+00:00,0,10.01,12.0,,2.4,0.46,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.09,0.75,0.14,7.53,0.79,0.0,,0.0,,1014.46,50.24,11.09,,2018-05-04 03:00:00+00:00,0,10.01,7.0,,1.77,0.4,
0.0,0.0,8.3341,74.8839,26.1947,34.5288,11.5982,11.0223,0.7333,10.67,0.96,0.14,7.14,0.79,0.0,,0.0,,1014.43,50.2,10.67,,2018-05-04 04:00:00+00:00,0,10.01,33.0,,1.41,0.46,
0.921,3.0291,78.3059,315.7809,84.9332,163.2391,52.9469,48.9948,1.0,10.97,1.0,0.14,7.29,0.78,0.0,,0.0,,1014.46,50.17,10.97,,2018-05-04 05:00:00+00:00,0,10.01,33.0,,1.73,0.62,
116.4838,284.1445,203.2155,504.0571,128.3077,331.5232,158.7288,275.2126,1.0,11.58,1.0,0.14,7.22,0.75,0.0,,0.0,,1014.54,50.13,11.58,,2018-05-04 06:00:00+00:00,1,10.01,32.0,,3.42,0.98,
184.4488,334.9641,341.5419,621.6033,157.7851,499.327,227.3571,411.8059,1.0,13.04,0.58,0.14,8.09,0.72,0.0,,0.0,,1014.63,50.09,13.04,,2018-05-04 07:00:00+00:00,2,10.01,41.0,,3.98,1.58,
269.533,396.6723,468.1527,694.8744,177.4046,645.5573,258.9536,528.4866,1.0,14.41,0.61,0.14,9.01,0.7,0.0,,0.0,,1014.68,50.06,14.41,,2018-05-04 08:00:00+00:00,3,10.01,7.0,,3.7,1.31,
543.947,709.4281,566.7481,739.1337,189.8946,756.6427,163.3646,707.3116,1.0,16.26,0.75,0.14,9.68,0.65,0.0,,0.0,,1014.64,50.02,16.26,,2018-05-04 09:00:00+00:00,4,10.01,42.0,,4.41,1.22,
599.3238,729.0956,626.7301,762.4329,196.7079,823.438,169.9945,769.3183,1.0,17.61,0.75,0.14,10.63,0.64,0.0,,0.0,,1014.5,49.99,17.61,,2018-05-04 10:00:00+00:00,5,10.01,42.0,,4.42,1.53,
614.0906,734.9077,641.9865,768.2917,198.4242,840.4107,171.2838,785.3743,1.0,19.24,0.44,0.14,11.46,0.61,0.0,,0.0,,1014.26,49.95,19.24,,2018-05-04 11:00:00+00:00,6,10.01,45.0,,4.99,1.57,
577.0926,715.3611,602.365,746.6703,201.0193,803.3843,172.8078,749.9004,1.0,19.91,0.49,0.14,11.72,0.59,0.0,,0.0,,1013.95,49.92,19.91,,2018-05-04 12:00:00+00:00,6,10.01,38.0,,4.83,1.71,
246.9876,329.2875,513.3632,696.2684,201.741,715.1042,284.8766,531.8642,1.0,20.51,0.49,0.14,12.05,0.58,0.0,,0.0,,1013.63,49.88,20.51,,2018-05-04 13:00:00+00:00,5,10.01,33.0,,5.03,1.8,
253.3488,404.9321,393.4344,622.2046,191.8104,585.2448,252.9183,506.2671,1.0,20.96,0.49,0.14,12.24,0.58,0.0,,0.0,,1013.36,49.84,20.96,,2018-05-04 14:00:00+00:00,4,10.01,32.0,,5.8,2.09,
260.0519,521.8606,262.0796,525.4369,165.9152,427.9948,140.8957,400.9476,1.0,20.36,0.96,0.14,11.9,0.58,0.0,,0.0,,1013.2,49.8,20.36,,2018-05-04 15:00:00+00:00,2,10.01,19.0,,5.0,2.02,
144.1998,415.8668,136.2243,391.6022,123.6984,259.9227,103.9644,248.1642,1.0,20.33,0.49,0.14,11.66,0.58,0.0,,0.0,,1013.19,49.77,20.33,,2018-05-04 16:00:00+00:00,1,10.01,28.0,,5.62,2.23,
41.135,209.2315,37.8409,194.1423,67.1379,104.9788,59.6845,100.8195,1.0,19.58,0.75,0.14,10.39,0.55,0.0,,0.0,,1013.33,49.73,19.58,,2018-05-04 17:00:00+00:00,0,10.01,24.0,,6.33,2.26,
1.39,19.7752,1.39,19.7752,9.7193,11.1093,9.7193,11.1093,1.0,18.22,0.75,0.14,8.69,0.54,0.0,,0.0,,1013.6,49.69,18.22,,2018-05-04 18:00:00+00:00,0,10.01,1.0,,5.02,2.28,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.66,0.75,0.14,7.81,0.56,0.0,,0.0,,1013.94,49.65,16.66,,2018-05-04 19:00:00+00:00,0,10.01,26.0,,5.02,1.61,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.27,0.44,0.14,6.87,0.57,0.0,,0.0,,1014.29,49.61,15.27,,2018-05-04 20:00:00+00:00,0,10.01,23.0,,4.33,1.2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.07,0.59,0.14,6.62,0.61,0.0,,0.0,,1014.59,49.57,14.07,,2018-05-04 21:00:00+00:00,0,10.01,43.0,,4.05,0.88,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.46,0.59,0.14,6.52,0.63,0.0,,0.0,,1014.78,49.53,13.46,,2018-05-04 22:00:00+00:00,0,10.01,39.0,,2.36,0.7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.88,0.59,0.14,6.81,0.67,0.0,,0.0,,1014.86,49.5,12.88,,2018-05-04 23:00:00+00:00,0,10.01,37.0,,2.06,0.52,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.28,0.59,0.14,6.8,0.69,0.0,,0.0,,1014.83,49.46,12.28,,2018-05-05 00:00:00+00:00,0,10.01,16.0,,2.84,0.49,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.68,0.58,0.14,6.58,0.71,0.0,,0.0,,1014.72,49.42,11.68,,2018-05-05 01:00:00+00:00,0,10.01,53.0,,2.02,0.45,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.43,0.58,0.14,6.32,0.76,0.0,,0.0,,1014.6,49.39,10.43,,2018-05-05 02:00:00+00:00,0,10.01,49.0,,1.24,0.34,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.77,0.44,0.14,6.08,0.78,0.0,,0.0,,1014.5,49.35,9.77,,2018-05-05 03:00:00+00:00,0,10.01,42.0,,1.39,0.15,
0.0675,0.4518,10.2162,90.0447,27.7972,38.0135,15.472,15.4911,0.7,9.27,0.44,0.14,6.15,0.81,0.0,,0.0,,1014.47,49.32,9.27,,2018-05-05 04:00:00+00:00,0,10.01,71.0,,1.28,0.34,
75.8063,281.9301,86.2483,343.6623,84.5908,170.8391,76.0577,151.8641,1.0,9.71,0.44,0.14,6.38,0.8,0.0,,0.0,,1014.5,49.28,9.71,,2018-05-05 05:00:00+00:00,0,10.01,15.0,,0.8,0.1,
215.6691,531.4174,214.0708,526.7609,126.0958,340.1666,106.8245,322.4936,1.0,10.54,0.75,0.14,6.79,0.78,0.0,,0.0,,1014.58,49.25,10.54,,2018-05-05 06:00:00+00:00,1,9.99,16.0,,2.09,0.61,
345.6261,625.5527,352.0318,636.9968,155.4562,507.4881,131.1429,476.769,1.0,12.57,0.75,0.14,7.74,0.72,0.0,,0.0,,1014.67,49.21,12.57,,2018-05-05 07:00:00+00:00,2,10.01,33.0,,3.24,1.01,
461.2769,681.6924,476.6992,704.3748,176.0789,652.7781,150.0082,611.2852,1.0,14.73,0.19,0.14,8.58,0.67,0.0,,0.0,,1014.72,49.18,14.73,,2018-05-05 08:00:00+00:00,4,10.01,55.0,,4.01,1.14,
552.9721,718.4365,575.1584,747.2255,188.0796,763.238,162.1053,715.0774,1.0,17.31,0.19,0.14,9.94,0.62,0.0,,0.0,,1014.69,49.14,17.31,,2018-05-05 09:00:00+00:00,5,10.01,49.0,,4.33,1.72,
518.1023,629.3779,637.4396,772.8271,192.3007,829.7403,243.1839,761.2862,1.0,19.04,0.19,0.14,10.86,0.59,0.0,,0.0,,1014.55,49.11,19.04,,2018-05-05 10:00:00+00:00,7,10.01,29.0,,5.67,1.62,
609.0471,726.5459,654.8545,781.1612,191.5444,846.3989,181.1841,790.2311,1.0,20.67,0.19,0.14,11.75,0.57,0.0,,0.0,,1014.3,49.07,20.67,,2018-05-05 11:00:00+00:00,7,10.01,65.0,,5.23,2.17,
591.3593,730.6383,617.6081,763.0515,192.166,809.7739999999999,166.40200000000004,757.7613,1.0,21.88,0.19,0.14,12.3,0.55,0.0,,0.0,,1013.99,49.04,21.88,,2018-05-05 12:00:00+00:00,7,10.01,58.0,,5.92,2.22,
510.1798,689.4686,529.6628,715.7584,192.9305,722.5933,164.8205,675.0003,1.0,22.67,0.19,0.14,12.0,0.51,0.0,,0.0,,1013.67,49.0,22.67,,2018-05-05 13:00:00+00:00,6,10.01,38.0,,5.96,2.21,
398.0586,627.0296,408.9415,643.9619,184.8915,593.8330000000002,155.0859,553.1445,1.0,23.21,0.71,0.14,12.01,0.49,0.0,,0.0,,1013.4,48.96,23.21,,2018-05-05 14:00:00+00:00,4,10.01,40.0,,5.63,1.81,
